well_id,easting,northing,depth_tvd_m,porosity_pct,gamma_ray_api,bulk_density_gcc,formation_top_tvd,formation_base_tvd,formation_thickness_m,distance_to_usp_km,flag,flag_reason,porosity_imputation_method,density_imputation_method
JUT-01,134098.0,451726.0,1659.5,1.7590553099520074,45.6296,2.6209755873857916,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6964197622303043,46.7707,2.6220090739232,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6889138677551419,46.9099,2.62213292118204,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.7468160309470437,45.8537,2.6211775354893736,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.8058272068552714,44.7331,2.620203851086888,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.79230915854993,45.0015,2.620426898883926,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.7432721796703183,45.9182,2.6212360090354396,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.7261251197732312,46.2291,2.6215189355237416,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.7331534310826975,46.1018,2.6214029683871356,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.7418306730662618,45.9444,2.6212597938944064,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6793565114082545,47.0895,2.6222906175617635,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6869483579196909,46.9466,2.622165352094325,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.7330154448555073,46.1043,2.621405245159884,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.789949581597803,45.0474,2.620465831903636,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,2.822808167743914,43.705,2.603423665232225,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,2.8403597968251444,42.3631,2.603134063352385,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.4879729787114978,41.0223,2.64194844585126,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.4684532027118312,40.4711,2.6422705221552545,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,2.839215604457339,42.4418,2.603152942526454,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,2.8157362840547058,44.413,2.6035403513130975,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.702596692015068,46.6571,2.621907154581751,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9530930457813451,49.8368,2.6342739647446076,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8525432702701697,52.1395,2.635933036040542,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8594496120829133,51.955,2.6358190814006317,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9006843845528021,50.943,2.6351387076548787,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.96821842862176,49.5481,2.634024395927741,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.5943943712434907,48.9869,2.6236924928744823,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6137030719142265,48.4745,2.6233738993134152,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9406833443575616,50.0831,2.6344787248181003,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9149197193679147,50.6246,2.6349038246304293,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9273125420420222,50.3588,2.6346993430563064,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9775285776268168,49.3762,2.6338707784691575,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6144737413660115,48.4556,2.623361183267461,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9832838765678149,49.272,2.633775816036631,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8859546725608287,51.2883,2.635381747902746,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.850846012401007,52.1856,2.6359610407953835,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8947331399956236,51.0805,2.635236903190072,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9649006150255238,49.6104,2.6340791398520786,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9369925224251563,50.1581,2.6345396233799847,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9333758515313539,50.2324,2.6345992984497326,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9594439819512195,49.7141,2.6341691742978046,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9874900180672671,49.1968,2.63370641470189,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9625753274360793,49.6544,2.6341175070973044,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9006800142325101,50.9431,2.6351387797651635,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8520229496745345,52.1536,2.63594162133037,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8569543639497323,52.0211,2.635860252994829,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8620564104532799,51.8866,2.635776069227521,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9136827056970726,50.6517,2.634924235355998,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9823946451379159,49.288,2.633790488355224,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6376507742073114,47.9256,2.6229787622255794,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6961705408087888,46.7753,2.622013186076655,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.7198672342784853,46.3425,2.621622190634405,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.7094246296926048,46.5323,2.621794493610072,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6899874798793562,46.8899,2.6221152065819906,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6742127554350066,47.1875,2.6223754895353224,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6742336378294493,47.1871,2.622375144975814,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.692673434578264,46.84,2.622070888329459,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.7188306951163783,46.3613,2.6216392935305795,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.7864251482582247,45.1155,2.6205239850537394,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.729062551581381,46.1759,2.621470467898907,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9402481871044968,50.0919,2.6344859049127756,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.824575515022542,52.9435,2.636394504002128,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8762287051520992,51.5258,2.6355422263649904,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9455474161640838,49.9855,2.6343984676332926,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9020114467746302,50.9127,2.6351168111282184,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8088350256392429,53.4487,2.6366542220769524,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,3.9146681145066298,56.2702,2.5854079761106403,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,3.80425941921064,58.35,2.5872297195830245,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,3.919320574545928,56.3629,2.585331210519992,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,5.520593171741575,54.3752,2.5589102126662637,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.819054734374888,53.1154,2.6364855968828143,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8578764955755821,51.9966,2.6358450378230027,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8125001418447161,53.3267,2.6365937476595622,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,4.3137631930031075,55.3107,2.5788229073154487,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.795439836509419,53.9236,2.6368752426975943,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8799417700471157,51.4342,2.6354809607942227,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.640702416218305,47.8603,2.6229284101323977,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6303563748302234,48.0854,2.623099119815301,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6217596999568824,48.2815,2.6232409649507114,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.614000260209456,48.4672,2.623368995706544,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9418680247693922,50.0592,2.634459177591305,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8511397350595126,52.1776,2.6359561943715177,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8672210425266413,51.753,2.6356908527983105,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9613499782617148,49.6777,2.6341377253586815,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6528974139549144,47.6071,2.622727192669744,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6433842124980715,47.8036,2.622884160493782,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.9933740074243497,49.0929,2.633609328877498,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.686440566692176,46.9561,2.622173730649579,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.8058420321969466,44.7328,2.6202036064687504,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,2.815395259227321,44.4521,2.603545978222749,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.735586891474712,46.0577,2.621362816290667,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6168347189732053,48.3983,2.623322227136942,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6029391798669366,48.7499,2.6235515035321955,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6057101119116275,48.6768,2.623505783153458,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6283083307679358,48.1313,2.623132912542329,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6539283243855922,47.5862,2.6227101826476376,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6819375562139522,47.0407,2.62224803032247,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.711247004126595,46.4991,2.621764424431911,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,1.6128029991399928,48.4967,2.62338875051419,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8893840401866534,51.2064,2.6353251633369204,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8409566540233633,52.4606,2.6361242152086146,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,2.3007067637623253,54.273,2.6120383383979213,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,4.148458446031904,56.0866,2.5815504356404735,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,5.134016408577772,57.7885,2.5652887292584667,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,4.091698553413054,57.286,2.5824869738686846,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,4.346373473057444,56.7843,2.578284837694552,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,3.926182734146208,56.499,2.5852179848865875,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,3.920447629023465,56.3853,2.5853126141211127,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,3.9147482435593366,56.2718,2.585406653981271,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,4.151930992710119,56.1581,2.581493138620283,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,4.146416806948198,56.0444,2.5815841226853546,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,4.191747109911086,55.7989,2.580836172686467,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8098056953210088,53.4161,2.6366382060272033,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8444310443180609,52.3627,2.636066887768752,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,2.2167417189988865,54.8966,2.6134237616365183,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,4.433954788658685,55.6265,2.5768397459871317,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,3.9305991783671317,56.5863,2.5851451135569423,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,4.536200580227869,59.036,2.5751526904262403,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,4.06974007052762,56.9624,2.5828492888362944,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,3.120141929372495,54.8877,2.598517658165354,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8149512686696009,53.2467,2.6365533040669513,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,2.216816362410709,54.9062,2.613422530020223,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,4.431866930494423,55.5742,2.576874195646842,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8037260895773953,53.624,2.636738519521973,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.8489961155420321,52.2362,2.6359915640935565,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
JUT-01,134098.0,451726.0,1659.5,0.896305997518991,51.0439,2.6352109510409365,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use,knn,back_calc_from_porosity
