well_id,depth_m,gr_api,phi_density,phi_sonic,phi_best,phi_method,perm_md,is_sand
BLT-01,1926.031199999387,49.52074,0.06735575757575747,0.0616263670411985,0.06735575757575747,density,3.5131132372274565,True
BLT-01,1926.107399999387,49.06865,0.06049575757575756,0.06259071161048689,0.06049575757575756,density,2.5082872348347616,True
BLT-01,1926.183599999387,48.3635,0.05331272727272714,0.06356389513108612,0.05331272727272714,density,1.6907508824108677,True
BLT-01,1926.259799999387,47.25032,0.04606545454545446,0.06437453183520594,0.04606545454545446,density,1.0742093537028072,True
BLT-01,1926.335999999387,45.99543,0.04288303030303028,0.06487632958801497,0.04288303030303028,density,0.8608477884328053,True
BLT-01,1926.412199999387,45.10096,0.04251151515151515,0.06516666666666662,0.04251151515151515,density,0.8380166210433809,True
BLT-01,1926.488399999387,44.53033,0.04323636363636348,0.06522434456928834,0.04323636363636348,density,0.882954167683144,True
BLT-01,1926.564599999387,44.26429,0.044118181818181654,0.06502172284644199,0.044118181818181654,density,0.9398194236337101,True
BLT-01,1926.640799999387,44.3246,0.045544242424242425,0.06443805243445692,0.045544242424242425,density,1.0370240855052115,True
BLT-01,1926.716999999387,44.50964,0.04773393939393945,0.06370898876404495,0.04773393939393945,density,1.1994032463396018,True
BLT-01,1926.793199999387,44.69986,0.0503939393939393,0.06320651685393261,0.0503939393939393,density,1.419214280778693,True
BLT-01,1926.869399999387,44.84612,0.05333757575757559,0.06309288389513107,0.05333757575757559,density,1.693204991244995,True
BLT-01,1926.945599999387,44.91922,0.05623575757575745,0.06349468164794007,0.05623575757575745,density,1.9966898623347904,True
BLT-01,1927.021799999387,44.96194,0.05805939393939384,0.06430666666666669,0.05805939393939384,density,2.2058219583369407,True
BLT-01,1927.097999999387,45.14462,0.058666666666666666,0.06540292134831462,0.058666666666666666,density,2.2787011104066854,True
BLT-01,1927.174199999386,45.5098,0.05813818181818169,0.06670704119850185,0.05813818181818169,density,2.2151847564572935,True
BLT-01,1927.250399999386,46.0779,0.05671696969696955,0.06810239700374526,0.05671696969696955,density,2.0504775287243593,True
BLT-01,1927.326599999386,46.72645,0.055637575757575726,0.06925528089887643,0.055637575757575726,density,1.9311997617625682,True
BLT-01,1927.402799999387,47.28381,0.05510242424242423,0.07028232209737825,0.05510242424242423,density,1.8738837665353179,True
BLT-01,1927.478999999387,47.49532,0.05542606060606061,0.07122988764044946,0.05542606060606061,density,1.9084031218435469,True
BLT-01,1927.555199999387,47.03517,0.05700121212121214,0.072149063670412,0.05700121212121214,density,2.0827157626023314,True
BLT-01,1927.631399999387,46.14564,0.058566666666666684,0.07263955056179772,0.058566666666666684,density,2.266586917352616,True
BLT-01,1927.707599999387,45.37644,0.05941575757575759,0.07270883895131089,0.05941575757575759,density,2.370879706251893,True
BLT-01,1927.783799999386,44.63896,0.05957454545454532,0.07241910112359554,0.05957454545454532,density,2.3907461270777555,True
BLT-01,1927.859999999386,43.84235,0.05912060606060599,0.07183985018726592,0.05912060606060599,density,2.3342572587446937,True
BLT-01,1927.936199999386,42.95127,0.05855212121212108,0.07104808988764047,0.05855212121212108,density,2.264828581822603,True
BLT-01,1928.012399999386,42.58097,0.05878727272727263,0.07047423220973782,0.05878727272727263,density,2.2933712084889715,True
BLT-01,1928.088599999386,43.03982,0.05972363636363635,0.07004322097378275,0.05972363636363635,density,2.409504209758427,True
BLT-01,1928.164799999386,44.33921,0.061135757575757656,0.06971498127340825,0.061135757575757656,density,2.5922703768506388,True
BLT-01,1928.240999999386,45.34311,0.06185272727272718,0.06950704119850187,0.06185272727272718,density,2.688651545528869,True
BLT-01,1928.317199999386,45.34195,0.061501818181818026,0.06954794007490636,0.061501818181818026,density,2.6411738817875547,True
BLT-01,1928.393399999386,44.45745,0.060751515151515084,0.0697612734082397,0.060751515151515084,density,2.5416183362921685,True
BLT-01,1928.469599999386,42.92777,0.05993090909090898,0.07014501872659179,0.05993090909090898,density,2.4357518982132196,True
BLT-01,1928.545799999386,41.49999,0.05941939393939392,0.07078838951310859,0.05941939393939392,density,2.3713333761280477,True
BLT-01,1928.621999999386,41.07945,0.05916909090909089,0.07184726591760301,0.05916909090909089,density,2.3402461338439413,True
BLT-01,1928.698199999386,41.14508,0.05876303030303032,0.07318561797752808,0.05876303030303032,density,2.2904172006445527,True
BLT-01,1928.774399999386,41.45532,0.05820606060606055,0.07469161048689135,0.05820606060606055,density,2.223273230197981,True
BLT-01,1928.850599999386,41.69583,0.057692727272727326,0.07617438202247191,0.057692727272727326,density,2.1626095809647463,True
BLT-01,1928.926799999386,41.45377,0.05847393939393937,0.07749925093632955,0.05847393939393937,density,2.2553937313524175,True
BLT-01,1929.002999999386,41.05235,0.06004727272727273,0.07854621722846437,0.06004727272727273,density,2.4505740853409073,True
BLT-01,1929.079199999386,40.65929,0.062376969696969674,0.0793140074906367,0.062376969696969674,density,2.7606813784842936,True
BLT-01,1929.155399999386,40.464,0.06546242424242406,0.07982187265917606,0.06546242424242406,density,3.212053103769222,True
BLT-01,1929.231599999386,40.54467,0.06749393939393923,0.08018981273408245,0.06749393939393923,density,3.535826980253007,True
BLT-01,1929.307799999386,40.75605,0.06957151515151497,0.08047610486891388,0.06957151515151497,density,3.8898100092671264,True
BLT-01,1929.383999999386,41.14647,0.07182848484848471,0.0808301872659176,0.07182848484848471,density,4.301635863479423,True
BLT-01,1929.460199999386,41.78561,0.07434909090909078,0.08138531835205996,0.07434909090909078,density,4.796589184927115,True
BLT-01,1929.536399999386,43.2149,0.07681030303030296,0.0822038202247191,0.07681030303030296,density,5.317120925552812,True
BLT-01,1929.612599999386,44.43917,0.07840303030303028,0.08327805243445695,0.07840303030303028,density,5.674354569208243,True
BLT-01,1929.688799999386,45.3147,0.07910848484848493,0.08463258426966294,0.07910848484848493,density,5.8378409262579645,True
BLT-01,1929.764999999386,45.78723,0.07889090909090916,0.0862733333333333,0.07889090909090916,density,5.787070121298019,True
BLT-01,1929.841199999386,46.02428,0.077580606060606,0.08815475655430709,0.077580606060606,density,5.487855317513459,True
BLT-01,1929.917399999386,45.8965,0.07589272727272733,0.09020846441947562,0.07589272727272733,density,5.118653166317925,True
BLT-01,1929.993599999386,45.41636,0.07391454545454541,0.09224988764044943,0.07391454545454541,density,4.708554541176354,True
BLT-01,1930.069799999386,44.73172,0.0720387878787878,0.09413430711610486,0.0720387878787878,density,4.3414973808058654,True
BLT-01,1930.145999999386,44.37481,0.07161454545454528,0.09555370786516858,0.07161454545454528,density,4.2613486100822335,True
BLT-01,1930.222199999386,45.10085,0.07385090909090904,0.09690636704119848,0.07385090909090904,density,4.695758223707253,True
BLT-01,1930.298399999386,46.09595,0.07608545454545462,0.09812719101123597,0.07608545454545462,density,5.159900293875576,True
BLT-01,1930.374599999386,47.0314,0.0774957575757575,0.09913805243445697,0.0774957575757575,density,5.468862953293818,True
BLT-01,1930.450799999385,47.52284,0.07737636363636356,0.0997949063670412,0.07737636363636356,density,5.442216248673278,True
BLT-01,1930.526999999385,47.55919,0.0777896969696968,0.10027468164794004,0.0777896969696968,density,5.534855655234502,True
BLT-01,1930.603199999385,47.38914,0.07952181818181817,0.10070089887640445,0.07952181818181817,density,5.935152821413768,True
BLT-01,1930.679399999385,46.98953,0.0830945454545453,0.10111550561797751,0.0830945454545453,density,6.824462266957018,True
BLT-01,1930.755599999385,46.30595,0.08906909090909097,0.10156104868913862,0.08906909090909097,density,8.515500563235499,True
BLT-01,1930.831799999385,45.65128,0.09346484848484853,0.10210119850187267,0.09346484848484853,density,9.935177286297586,True
BLT-01,1930.907999999385,45.51196,0.09480727272727281,0.10264194756554301,0.09480727272727281,density,10.400227728374395,True
BLT-01,1930.984199999385,45.76645,0.09442666666666658,0.10338779026217224,0.09442666666666658,density,10.266838407605249,True
BLT-01,1931.060399999385,46.27211,0.09359333333333329,0.10450981273408241,0.09359333333333329,density,9.97903538695962,True
BLT-01,1931.136599999385,46.65652,0.09315818181818178,0.10595932584269668,0.09315818181818178,density,9.831050641831176,True
BLT-01,1931.212799999385,46.91372,0.09252242424242416,0.10732719101123597,0.09252242424242416,density,9.617655262736998,True
BLT-01,1931.288999999385,47.07852,0.09144606060606052,0.10891835205992507,0.09144606060606052,density,9.263893898326442,True
BLT-01,1931.365199999385,47.19695,0.0897442424242424,0.11085707865168537,0.0897442424242424,density,8.723543242444093,True
BLT-01,1931.441399999385,47.44938,0.08703999999999985,0.11287146067415735,0.08703999999999985,density,7.911396431941591,True
BLT-01,1931.517599999385,47.71652,0.08496060606060593,0.11450636704119856,0.08496060606060593,density,7.324419701852852,True
BLT-01,1931.593799999385,47.8463,0.08421939393939383,0.11615213483146067,0.08421939393939383,density,7.122844305294593,True
BLT-01,1931.669999999385,47.76609,0.08506060606060592,0.11813048689138578,0.08506060606060592,density,7.351919854276701,True
BLT-01,1931.746199999385,47.39283,0.08752303030303038,0.1211438951310861,0.08752303030303038,density,8.052360567785069,True
BLT-01,1931.822399999385,46.9278,0.09044727272727272,0.1249011985018727,0.09044727272727272,density,8.943976866871065,True
BLT-01,1931.898599999385,46.45053,0.09453575757575766,0.12838434456928835,0.09453575757575766,density,10.304945941345105,True
BLT-01,1931.974799999385,46.10734,0.09921878787878771,0.13125243445692883,0.09921878787878771,density,12.03768882398309,True
BLT-01,1932.050999999385,46.18096,0.10299878787878775,0.1331733333333333,0.10299878787878775,density,13.580328695875522,True
BLT-01,1932.127199999385,47.39333,0.10541878787878796,0.13392734082397004,0.10541878787878796,density,14.639104436926846,True
BLT-01,1932.203399999385,48.86097,0.10788303030303033,0.1340892883895131,0.10788303030303033,density,15.77668699066563,True
BLT-01,1932.279599999385,50.17687,0.11103090909090907,0.13368217228464419,0.11103090909090907,density,17.32041785501205,True
BLT-01,1932.355799999385,50.90643,0.11553333333333339,0.13268823970037455,0.11553333333333339,density,19.713283644926033,True
BLT-01,1932.431999999385,50.79649,0.1206127272727273,0.1308968539325842,0.1206127272727273,density,22.689193640597765,True
BLT-01,1932.508199999385,50.42748,0.12422909090909098,0.12904269662921344,0.12422909090909098,density,24.997057634267495,True
BLT-01,1932.584399999385,50.12342,0.12666363636363626,0.12733183520599253,0.12666363636363626,density,26.64359164704325,True
BLT-01,1932.660599999385,50.17305,0.128099393939394,0.12593910112359552,0.128099393939394,density,27.65077230762602,True
BLT-01,1932.736799999385,50.85487,0.12683212121212126,0.12498659176029962,0.12683212121212126,density,26.76037936181,True
BLT-01,1932.812999999385,51.83044,0.12099757575757576,0.1250265168539326,0.12099757575757576,density,22.92713887808325,True
BLT-01,1932.889199999385,52.69294,0.11347939393939381,0.1262544569288389,0.11347939393939381,density,18.594022566260385,True
BLT-01,1932.965399999385,53.25412,0.10596181818181827,0.12880359550561796,0.10596181818181827,density,14.88456242072816,True
BLT-01,1933.041599999385,53.69174,0.09943333333333328,0.13287415730337074,0.09943333333333328,density,12.121720329072774,True
BLT-01,1933.117799999385,53.93921,0.09500060606060598,0.13834501872659175,0.09500060606060598,density,10.468454046615085,True
BLT-01,1933.193999999385,54.08923,0.09247212121212109,0.14521393258426968,0.09247212121212109,density,9.60091245326817,True
BLT-01,1933.270199999385,54.23185,0.09200363636363644,0.1533411985018727,0.09200363636363644,density,9.445974305252165,True
BLT-01,1933.346399999385,54.58093,0.09435939393939385,0.16223438202247187,0.09435939393939385,density,10.24338874917884,True
BLT-01,1933.422599999385,55.19405,0.09972181818181808,0.17021228464419472,0.09972181818181808,density,12.235370202787513,True
BLT-01,1933.498799999385,55.17039,0.11064121212121199,0.17802876404494383,0.11064121212121199,density,17.123666996358367,True
BLT-01,1933.574999999385,54.30214,0.12588303030303036,0.18585228464419473,0.12588303030303036,density,26.107330290886097,True
BLT-01,1933.651199999385,52.4896,0.14189878787878785,0.19375430711610492,0.14189878787878785,density,38.80243911294402,True
BLT-01,1933.727399999384,50.70413,0.15314969696969694,0.2001543071161049,0.15314969696969694,density,50.0881660966739,True
BLT-01,1933.803599999384,49.34212,0.16388242424242422,0.2054829962546816,0.16388242424242422,density,62.95966863323506,True
BLT-01,1933.879799999384,48.56746,0.17329151515151497,0.2097762546816479,0.17329151515151497,density,76.1424955881646,True
BLT-01,1933.955999999384,48.53413,0.17994121212121209,0.2130659925093633,0.17994121212121209,density,86.6367098659652,True
BLT-01,1934.032199999384,49.01558,0.18312969696969691,0.2146773033707865,0.18312969696969691,density,92.0386234806072,True
BLT-01,1934.108399999384,49.73943,0.18682242424242412,0.21601670411985016,0.18682242424242412,density,98.60892443363053,True
BLT-01,1934.184599999384,50.46375,0.19009030303030294,0.2171180524344569,0.19009030303030294,density,104.71446820828398,True
BLT-01,1934.260799999384,50.97717,0.19205090909090908,0.2179349812734082,0.19205090909090908,density,108.51283465247975,True
BLT-01,1934.336999999384,51.13967,0.1913157575757576,0.21732561797752806,0.1913157575757576,density,107.07652390479123,True
BLT-01,1934.413199999384,50.77399,0.18929333333333329,0.2159104119850187,0.18929333333333329,density,103.19970791515762,True
BLT-01,1934.489399999384,50.19144,0.18699696969696974,0.21392906367041195,0.18699696969696974,density,98.92803384909634,True
BLT-01,1934.565599999384,49.63193,0.18508787878787872,0.21157108614232203,0.18508787878787872,density,95.47999316714811,True
BLT-01,1934.641799999384,49.58684,0.18441272727272728,0.20924127340823973,0.18441272727272728,density,94.28265244836692,True
BLT-01,1934.717999999384,50.43628,0.18304848484848474,0.20702546816479403,0.18304848484848474,density,91.89795563602655,True
BLT-01,1934.794199999384,51.43184,0.18115818181818177,0.20481370786516853,0.18115818181818177,density,88.66941269696211,True
BLT-01,1934.870399999384,52.18245,0.17886242424242413,0.20256936329588013,0.17886242424242413,density,84.8643884375337,True
BLT-01,1934.946599999384,52.1429,0.1763951515151516,0.20028441947565545,0.1763951515151516,density,80.91371509857515,True
BLT-01,1935.022799999384,51.73436,0.17378363636363636,0.19820179775280902,0.17378363636363636,density,76.88454649987341,True
BLT-01,1935.098999999384,51.26907,0.17216909090909077,0.19706307116104865,0.17216909090909077,density,74.4701593735172,True
BLT-01,1935.175199999384,50.82154,0.17179696969696975,0.1969099625468165,0.17179696969696975,density,73.9218567589964,True
BLT-01,1935.251399999384,50.4334,0.17277030303030294,0.1975633707865168,0.17277030303030294,density,75.36245735891181,True
BLT-01,1935.327599999384,49.69294,0.17479878787878791,0.1982040449438202,0.17479878787878791,density,78.43240565836282,True
BLT-01,1935.403799999384,49.06785,0.17661151515151505,0.1987331835205992,0.17661151515151505,density,81.25450912061025,True
BLT-01,1935.479999999384,48.68502,0.17791212121212122,0.19915625468164797,0.17791212121212122,density,83.3259211706859,True
BLT-01,1935.556199999384,48.6525,0.1784624242424242,0.1994932584269663,0.1784624242424242,density,84.21423351869576,True
BLT-01,1935.632399999384,48.73632,0.17850181818181826,0.1998089887640449,0.17850181818181826,density,84.27809670787323,True
BLT-01,1935.708599999384,48.93339,0.17828545454545452,0.1999713108614232,0.17828545454545452,density,83.9277902366846,True
BLT-01,1935.784799999384,49.18948,0.1779896969696968,0.19995490636704116,0.1779896969696968,density,83.45071633813225,True
BLT-01,1935.860999999384,49.48426,0.17783939393939402,0.19974621722846447,0.17783939393939402,density,83.20905344100402,True
BLT-01,1935.937199999384,50.1988,0.1789690909090909,0.19938479400749062,0.1789690909090909,density,85.03840029407131,True
BLT-01,1936.013399999384,50.86092,0.1802575757575758,0.19910022471910113,0.1802575757575758,density,87.16171253619113,True
BLT-01,1936.089599999384,51.45686,0.18113575757575764,0.19904104868913855,0.18113575757575764,density,88.63163508690467,True
BLT-01,1936.165799999384,51.98003,0.1810812121212121,0.19927438202247186,0.1810812121212121,density,88.53979433799381,True
BLT-01,1936.241999999384,52.43285,0.17867696969696978,0.19974794007490632,0.17867696969696978,density,84.56248432726746,True
BLT-01,1936.318199999384,52.42333,0.176079393939394,0.19996659176029957,0.176079393939394,density,80.4182975651063,True
BLT-01,1936.394399999384,52.12228,0.17429878787878775,0.19992104868913854,0.17429878787878775,density,77.66712987991038,True
BLT-01,1936.470599999384,51.58825,0.1737078787878787,0.19969235955056178,0.1737078787878787,density,76.76996232988019,True
BLT-01,1936.546799999384,50.8432,0.17452484848484845,0.19956337078651687,0.17452484848484845,density,78.01242887454832,True
BLT-01,1936.622999999384,50.13102,0.17576606060606048,0.199632734082397,0.17576606060606048,density,79.9289431211112,True
BLT-01,1936.699199999384,49.63742,0.1768412121212121,0.19979033707865168,0.1768412121212121,density,81.61748556591296,True
BLT-01,1936.775399999384,49.37883,0.1775309090909091,0.19998898876404497,0.1775309090909091,density,82.71471152276267,True
BLT-01,1936.851599999384,49.32501,0.1775933333333332,0.2001711610486891,0.1775933333333332,density,82.81456633964382,True
BLT-01,1936.927799999384,49.61496,0.17692787878787877,0.20050509363295885,0.17692787878787877,density,81.75475639780112,True
BLT-01,1937.003999999383,49.92485,0.17597393939393927,0.2010359550561798,0.17597393939393927,density,80.25335095801401,True
BLT-01,1937.080199999383,50.04322,0.17505999999999997,0.20179138576779024,0.17505999999999997,density,78.83445102517162,True
BLT-01,1937.156399999383,49.74364,0.17455212121212124,0.20279415730337078,0.17455212121212124,density,78.05416478387521,True
BLT-01,1937.232599999383,49.04987,0.17479212121212115,0.20394082397003746,0.17479212121212115,density,78.42216485392993,True
BLT-01,1937.308799999383,48.48425,0.17539151515151516,0.20513640449438206,0.17539151515151516,density,79.34693236785056,True
BLT-01,1937.384999999383,48.36555,0.17712181818181807,0.20631528089887646,0.17712181818181807,density,82.06256552178603,True
BLT-01,1937.461199999383,48.92101,0.18053757575757565,0.20742891385767792,0.18053757575757565,density,87.62836956403368,True
BLT-01,1937.537399999383,49.87302,0.18505757575757575,0.20853932584269666,0.18505757575757575,density,95.42600711945546,True
BLT-01,1937.613599999383,50.37382,0.18917636363636364,0.20933535580524343,0.18917636363636364,density,102.97879811969004,True
BLT-01,1937.689799999383,50.42557,0.19259757575757572,0.20944419475655435,0.19259757575757572,density,109.59035931330223,True
BLT-01,1937.765999999383,50.1201,0.1950290909090908,0.20868307116104867,0.1950290909090908,density,114.48216077583919,True
BLT-01,1937.842199999383,49.99778,0.19560363636363637,0.20706936329588016,0.19560363636363637,density,115.6619674398452,True
BLT-01,1937.918399999383,50.28894,0.1950466666666666,0.2057231460674157,0.1950466666666666,density,114.5181152260255,True
BLT-01,1937.994599999383,50.65357,0.19352424242424243,0.204823670411985,0.19352424242424243,density,111.43548145666061,True
BLT-01,1938.070799999383,50.9071,0.1908121212121211,0.2042874906367041,0.1908121212121211,density,106.10091793916087,True
BLT-01,1938.146999999383,50.77465,0.18600606060606048,0.20366194756554304,0.18600606060606048,density,97.12676910314359,True
BLT-01,1938.223199999383,50.65322,0.1788600000000001,0.20221438202247194,0.1788600000000001,density,84.86043674508909,True
BLT-01,1938.299399999383,50.77512,0.1681696969696968,0.20063063670411982,0.1681696969696968,density,68.73433734668588,True
BLT-01,1938.375599999383,51.08371,0.1563284848484848,0.19913985018726596,0.1563284848484848,density,53.67444759438547,True
BLT-01,1938.451799999383,51.39159,0.1484575757575758,0.19797213483146073,0.1484575757575758,density,45.12264135961956,True
BLT-01,1938.527999999383,51.45133,0.1499872727272726,0.19649288389513114,0.1499872727272726,density,46.6995147468052,True
BLT-01,1938.604199999383,51.55682,0.15690181818181806,0.19440022471910118,0.15690181818181806,density,54.340999632426964,True
BLT-01,1938.680399999383,51.7819,0.16573151515151519,0.1917098127340824,0.16573151515151519,density,65.40389704155862,True
BLT-01,1938.756599999383,52.18753,0.1725242424242424,0.18848756554307114,0.1725242424242424,density,74.99629846223328,True
BLT-01,1938.832799999383,52.6517,0.1717521212121212,0.18579865168539325,0.1717521212121212,density,73.8559797758612,True
BLT-01,1938.908999999383,53.42168,0.16756060606060608,0.18316606741573033,0.16756060606060608,density,67.89073630931948,True
BLT-01,1938.985199999383,54.21011,0.1618836363636363,0.18014509363295877,0.1618836363636363,density,60.39489267789873,True
BLT-01,1939.061399999383,54.74492,0.15638969696969685,0.17647842696629215,0.15638969696969685,density,53.74532137101933,True
BLT-01,1939.137599999383,54.45554,0.15228545454545456,0.17333041198501875,0.15228545454545456,density,49.144622310129975,True
BLT-01,1939.213799999383,53.42715,0.14483090909090898,0.17161243445692878,0.14483090909090898,density,41.54127092424141,True
BLT-01,1939.289999999383,52.26593,0.1374975757575758,0.17097273408239702,0.1374975757575758,density,34.94334487352676,True
BLT-01,1939.366199999383,51.33078,0.13262666666666653,0.17116546816479397,0.13262666666666653,density,31.008476680692375,True
BLT-01,1939.442399999383,50.98579,0.13395333333333317,0.17175940074906365,0.13395333333333317,density,32.04630683360118,True
BLT-01,1939.518599999383,50.59739,0.14259818181818185,0.17266644194756559,0.14259818181818185,density,39.44329285731071,True
BLT-01,1939.594799999383,50.06124,0.1527551515151515,0.17394067415730338,0.1527551515151515,density,49.65577016127246,True
BLT-01,1939.670999999383,49.43097,0.1617424242424241,0.17552456928838953,0.1617424242424241,density,60.21668873572093,True
BLT-01,1939.747199999382,48.9775,0.16635878787878786,0.17718179775280896,0.16635878787878786,density,66.24893320250905,True
BLT-01,1939.823399999382,49.36136,0.1692369696969696,0.17838344569288386,0.1692369696969696,density,70.23141161063424,True
BLT-01,1939.899599999382,50.04913,0.1701775757575758,0.1790807490636704,0.1701775757575758,density,71.57093072339143,True
BLT-01,1939.975799999383,50.817,0.16920666666666664,0.17932389513108615,0.16920666666666664,density,70.18857161981495,True
BLT-01,1940.051999999383,51.39676,0.1664406060606059,0.1792259925093633,0.1664406060606059,density,66.3597536514519,True
BLT-01,1940.128199999383,51.49648,0.16065939393939394,0.1790774531835206,0.16065939393939394,density,58.86293388401526,True
BLT-01,1940.204399999383,51.22768,0.155859393939394,0.17889333333333335,0.155859393939394,density,53.13361514747344,True
BLT-01,1940.280599999383,50.68693,0.15265030303030291,0.1789522097378277,0.15265030303030291,density,49.541329286378904,True
BLT-01,1940.356799999382,49.98938,0.15139575757575757,0.17958029962546812,0.15139575757575757,density,48.18709211668954,True
BLT-01,1940.432999999382,49.14465,0.15144484848484835,0.18119176029962544,0.15144484848484835,density,48.239563168417824,True
BLT-01,1940.509199999382,48.6821,0.15293818181818183,0.18405737827715352,0.15293818181818183,density,49.85601431174884,True
BLT-01,1940.585399999382,48.56189,0.15604969696969698,0.18820943820224723,0.15604969696969698,density,53.352532870515034,True
BLT-01,1940.661599999382,48.7016,0.1611466666666667,0.19356651685393264,0.1611466666666667,density,59.46917453987553,True
BLT-01,1940.737799999382,48.54488,0.1716266666666666,0.1991336329588015,0.1716266666666666,density,73.67193613468649,True
BLT-01,1940.813999999382,48.30745,0.18076363636363635,0.20347146067415725,0.18076363636363635,density,88.00650324431268,True
BLT-01,1940.890199999382,48.28372,0.18726121212121197,0.20685737827715356,0.18726121212121197,density,99.41261933246017,True
BLT-01,1940.966399999382,48.68525,0.1908090909090909,0.20950329588014976,0.1908090909090909,density,106.095068401295,True
BLT-01,1941.042599999382,49.90996,0.19315636363636365,0.2118591760299625,0.19315636363636365,density,110.7001746969535,True
BLT-01,1941.118799999382,51.05778,0.19419696969696953,0.21341573033707864,0.19419696969696953,density,112.78972916033669,True
BLT-01,1941.194999999382,51.70027,0.194290303030303,0.21404097378277157,0.194290303030303,density,112.97860183134105,True
BLT-01,1941.271199999382,51.69921,0.19339757575757582,0.2138667415730337,0.19339757575757582,density,111.181884719119,True
BLT-01,1941.347399999382,51.00265,0.1910745454545454,0.21342711610486892,0.1910745454545454,density,106.60841882539803,True
BLT-01,1941.423599999382,50.00235,0.18831636363636348,0.21314029962546813,0.18831636363636348,density,101.36560037292925,True
BLT-01,1941.499799999382,49.11269,0.18618606060606063,0.21309176029962545,0.18618606060606063,density,97.45210858117643,True
BLT-01,1941.575999999382,48.4493,0.18546666666666653,0.21336382022471911,0.18546666666666653,density,96.15677216834261,True
BLT-01,1941.652199999382,48.10895,0.1873266666666665,0.21408659176029968,0.1873266666666665,density,99.53293193596086,True
BLT-01,1941.728399999382,48.24375,0.19205030303030293,0.21572524344569285,0.19205030303030293,density,108.51164455038985,True
BLT-01,1941.804599999382,48.52991,0.19714181818181814,0.2175675655430712,0.19714181818181814,density,118.86625983196085,True
BLT-01,1941.880799999382,48.84703,0.20236484848484831,0.2192005992509363,0.20236484848484831,density,130.25567645770008,True
BLT-01,1941.956999999382,49.07611,0.20759818181818188,0.22018853932584265,0.20759818181818188,density,142.48846566863253,True
BLT-01,1942.033199999382,49.16026,0.20991575757575753,0.21926764044943814,0.20991575757575753,density,148.17956701730986,True
BLT-01,1942.109399999382,49.3094,0.2101024242424242,0.21861940074906364,0.2101024242424242,density,148.64545289910367,True
BLT-01,1942.185599999382,49.48979,0.20860121212121216,0.21875213483146072,0.20860121212121216,density,144.93047696159863,True
BLT-01,1942.261799999382,49.6478,0.20587636363636364,0.21996262172284642,0.20587636363636364,density,138.37040787676835,True
